name,featured_artist,Track Genre,track_id,explicit,duration_in_days,artists,cover_url
安全駕駛,No Features,Pop,59Z3XOZ5qxfgjyiAvqjNev,FALSE,3,Stephanie Cheng,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0293d8d50979130fef66951b21
Que Me Alcance la Vida,No Features,Pop,7Bpuw2PRlgtIcJIDUtbVph,FALSE,3,Sin Bandera,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e028c6ff5cbed17363658f46732
Largado As Traças - Acústico,No Features,Pop,74gguwbBvfBTurNJUWFOsC,FALSE,3,Zé Neto & Cristiano,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029fd5a4d139f98bda50c8bb56
在你不知道的时间里爱你很久 - 电影《我在时间尽头等你》片尾曲,No Features,Pop,103IeGsEatrmA2Q4Vb1RpM,FALSE,3,Lala Hsu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d0358d262ba602cf7e24065e
Älä pyydä mitään,No Features,Pop,5HYrOFnBjkiHLPrqQ5aXvd,FALSE,3,Cheek,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025b39c2c646ca7da9bea6f751
Bimbang,No Features,Pop,4aG1OTkWookWM4UdkaV4Iy,FALSE,3,Melly Goeslaw,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02df8c80ebaec18bfda3c97048
Si j'savais,No Features,Pop,1bgL66Umw2xitBzjQnRSMx,FALSE,3,Tiakola,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c974e02a73a8c30738019a56
Kuolevainen,No Features,Pop,6DIUmmgvPaAsvsuRBlAH28,FALSE,3,Johanna Kurkela,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f2702dd1a1479d88bee26835
Pájaro Cantor,No Features,Pop,16rQTTMtbn0ODLyflr0O6Q,FALSE,3,Abel Pintos,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02faff3e3b3b45b9cf584b9f62
Two Feet Off The Ground,No Features,Pop,4B9InT5lLQLzqM0HSaSgVC,FALSE,3,Sara Hartman,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027b6f6217f7ce365bb41f46e4
Driving Home For Christmas,No Features,Pop,24JJVSTsuITy33xTWLvagK,FALSE,3,Gavin James,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e029212ac8f03461960f41e0c49
鍊愛,No Features,Pop,3dnUMJEjZ9AmukOaj7xIvd,FALSE,3,Jess Lee,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02db6e6bc4c28d66a273d6899f
小情歌,No Features,Pop,4FhJ7YSRxATHnaRg4nGs6t,FALSE,3,Sodagreen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f455f6b17df809e48fad7379
Prepi Den Prepi,No Features,Pop,4iKWPfPRUAneWDTuq9iIi7,FALSE,3,Nikos Oikonomopoulos,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c598cabc0ea2e4590e2c3a4c
Да си ми ти,No Features,Pop,01od2Sgr1MUaspmEN0ewde,FALSE,3,Galin,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0246e30ac11a97f63b50f8437f
Kale Mou Aggele,No Features,Pop,6UqBcxuBmyftOBE4dCzzMb,FALSE,3,Notis Sfakianakis,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0204a0785fff55eac68b896687
I Love You Always Forever,No Features,Pop,1p6rk9R8SCum97WnvGNt6O,FALSE,3,Betty Who,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022ca40678cd6a213773c8a48f
เสียง,No Features,Pop,6z5fuhPBIIGCeP4l64NhlX,FALSE,3,The Yers,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024c1153f3027fd55a15162108
Incomplete,No Features,Pop,5DFVNaxiztZWoVt7bZcAK7,FALSE,3,James Bay,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b2c00c75057284b41f88c304
Vertigo,No Features,Pop,06GcodDliPWAYFX2LSFLIu,FALSE,3,Khalid,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02c243500e164150d229750c91
Voi kuinka me sinua kaivataan,No Features,Pop,5NgAebjauTCW7mqBqpX7jn,FALSE,3,Janna,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020d5fdbd526c39acf2021afc4
#Askip,No Features,Pop,4T7fVWFjYNwkuCKRpKXVeB,FALSE,3,Black M,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02998fea8cb66d5e20b4488565
Lágrimas de Mármol,No Features,Pop,1YN55N73ChOA6uJRkUhiD0,FALSE,3,Joaquín Sabina,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0285868fe88103f2dc4ff61c61
Tuiki Tuiki,No Features,Pop,4rmS9pGdGsI0kbqZYDXImQ,FALSE,3,Kuumaa,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0251a9f9c57f0e0266a5ad406c
XT4S1S,No Features,Pop,7dMTCS9BLzBqYTlAuHP8TM,FALSE,3,Danna Paola,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0205ad99a4fa97f9febf183664
プロローグ,No Features,Pop,4YMukCV1BsdK8V9kZoQpT6,FALSE,3,Uru,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026a81da932758060c47773764
On Hold,No Features,Pop,4w2iAP3X4FkpPb5kjRdIDx,FALSE,3,The Xx,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fa132d6237850ac3f29e3af3
For You - Live Uit Liefde Voor Muziek,No Features,Pop,61SyMUlrb7DLqnXuKzTMW9,FALSE,3,The Starlings,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c8fbbb45f1b19b9994432f34
Jangan,No Features,Pop,2TRFeXP9DIXV1gp5vFvLSD,FALSE,3,Aziz Harun,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0258cead3a9f6d57139e976ebc
Somos,No Features,Pop,0HFHDsqJeTsFMmvt1DTuFJ,FALSE,3,Antonio José,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02acf7b53744502b24be98791f
Suru on kunniavieras - Vain elämää kausi 7,No Features,Pop,4HwHkTy74cYNye910YCwt3,FALSE,3,Kaija Koo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021138362cc57b7161b9971b60
人生銀行,No Features,Pop,3E2omJdmzpuuCBIUDFoiQ1,FALSE,3,Jade Kwan,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02255b686e468d4049704e56fb
Canta Corazón,No Features,Pop,1qNqTb27PTfLECX0ebFLJV,FALSE,3,Alejandro Fernández,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026c9b377e0e3a5b1d6ffad86e
"Harta Berharga - From ""Keluarga Cemara""",No Features,Pop,0oa8iBp955nL1KUV8GCED4,FALSE,3,Bunga Citra Lestari,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028d0c40aa3b3ef3dcb888d951
愛を知るまでは,No Features,Pop,5gh0y6ZmuppQvoPbAGkeE2,FALSE,3,Aimyon,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ca9868f5b6ada24ce2fa0150
Miserable,No Features,Pop,6f6lbJACLDQ9443u7fu6n1,FALSE,3,Shekhinah,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02682674cfb79c731cc686327f
Apriti Cielo,No Features,Pop,6lL0YggfXdV1iY1CbWlx2p,FALSE,3,Mannarino,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0271c48af97003d77786bb36cc
Meglio Così,No Features,Pop,1tcq7UxmxPPCUMRPZQhDhz,FALSE,3,Gazzelle,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0291395045bda0fb661d1d005f
Let Me Love You Now,No Features,Pop,6EOTIOmlG2jZDw69KMmAH1,FALSE,3,Lloyiso,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0254066545f73c23429e20d54a
Aprendiz de caballero,No Features,Pop,2HgM71RWD7OtqaWpaWpSwT,FALSE,3,Melendi,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02420c7ba982f6f92351fc0a2b
飆高音,No Features,Pop,1RM7Hi0qGRyfJfXA1ZGIzW,FALSE,3,Namewee,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024c63ed0f3e95e1aa6721da42
Tourner Dans Le Vide,No Features,Pop,1MqzIgGsHP4cNjPboevsfq,FALSE,3,Indila,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024ae8ff731c49965bf2083405
The Eternal Moment,No Features,Pop,3K7dk2oIAmxJnhv8i24ak8,FALSE,3,Maktub,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0263224a3f0aaf5cc2a2a2b051
Barn av vår tid,No Features,Pop,76xREBiIGi4YK4S3KGFpdG,FALSE,3,Joakim Berg,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fd15963f265100df643e83fd
Magnetised,No Features,Pop,1XvxLuXs8pV4EM0DNpla2b,FALSE,3,Tom Odell,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f62424a7d95b11d99e09182e
Adiós Amor,No Features,Pop,2ozv99MuHIaE4DZIzAr59q,FALSE,3,Daniela Darcourt,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024fca3431259e845780ca8ac8
看看,No Features,Pop,4QpYDckEvkAYTqLy2nvS0J,FALSE,3,Karen Mok,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f5d3ff6593794f8835cbe139
Hepsi Geçti,No Features,Pop,7floiFCj9h0CSJ8vV0e0si,FALSE,3,Melike Şahin,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f23e32a32184523e646c651a
不搭,No Features,Pop,2srrzW8ejZJBMYXcOFzq3g,FALSE,3,Ronghao Li,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f71ef7e85e4da5aae3944586
Say Something,No Features,Pop,7yWjiP5f3RHYEISm2Hr2dz,FALSE,3,Karen Harding,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022533a155882008b37b818052
飛行艇,No Features,Pop,5vsM9UppL2iTgOfenMB6Gz,FALSE,3,King Gnu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a2272c8966971b7b04066241
Helvetti jäätyy,No Features,Pop,38CibVaQTmKOQI9GRIDnPg,FALSE,3,Helena Routa,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0238743ef040baafe6bf68d7ab
房間 (電影《超時空同居》插曲),No Features,Pop,06RXsjrMsJs91da6kpWxmI,FALSE,3,劉瑞琦,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b27b391eacf23f9c4009e6ad
Cuánto Me Duele,No Features,Pop,1PVjdldNeaJxETpW0jpJQo,FALSE,3,Morat,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e020c929d54495f38b910f48643
Iš Jausmo,No Features,Pop,1SGm6kTxqFDWYGy7y2OVEG,FALSE,3,Iglė,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02cc4c93b62d456206ad6b6d6a
รักแรกพบ,No Features,Pop,19VIBTwlLTX2SKK6e3erAf,FALSE,3,Tattoo Colour,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0217641c2714ce028e3e203f2f
Jopping,No Features,Pop,5WrEilrRI5cIW0DxMvQYPZ,FALSE,3,Superm,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02583c60000e8abc8283853e10
Let Christmas Be the Reason,No Features,Pop,3IhamY40YSaCjZgWsR4mST,FALSE,3,Weeping Willows,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e7cd0c6e6fd049924ada54c3
少年他的奇幻漂流,No Features,Pop,6L2uAU1MicENTszUbjqvOT,FALSE,3,Mayday,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021403df7a7de5cd45df3ae3db
מהצוואר שלך,No Features,Pop,0LfkiS8zu6IZJyPvQgSdCT,FALSE,3,Mooki,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027da0fcedb36d7a4ca4cc162c
心愿,No Features,Pop,2JvBOfpVxHftlTPaCadw6P,FALSE,3,Ren Ran,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022b454da93e50214d70c7d3bd
阿貓阿狗,No Features,Pop,7KeN1r36D2h1tfNdFhQ5vK,FALSE,3,Eason Chan,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0241ca3d76508f21f81e44a523
Suojaus petti,No Features,Pop,5WKqDguhqPkckiwO0xnaX6,FALSE,3,Gasellit,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02efb641c433a9b13077913269
病人,No Features,Pop,5KQJqitgoddHUZaoK4whHy,FALSE,3,Lala Hsu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a699eb1e40bb5cc52c1fc634
不意外的意外,No Features,Pop,3CoGevydk4kvJ37rZ9HpCS,FALSE,3,Shiga Lin,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02628327940bf31bd7b0773929
Zapomnij Mi,No Features,Pop,5Dk03tfXBF8zYlJOUSaKe9,FALSE,3,Sarsa,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c7264ec049e3b327c8333ca3
Lost,No Features,Pop,3g50Ix1IrljYD6vx4RiaCo,FALSE,3,Bts,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028bd5d941f9ced8e7f9c60dd4
佛系人生,No Features,Pop,3xgaZjQynwB6M78UdxcCqT,FALSE,3,Alfred Hui,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023fdb0db3ea4163726d7e29fa
בשורות טובות,No Features,Pop,1815sGRWXz4OSpXXwnImlH,FALSE,3,Hanan Ben Ari,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e020150fa9bea80299fde9af8df
Jos et olis siinä,No Features,Pop,5VYFhGBiwuV8k55Ushpekr,FALSE,3,Happoradio,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0254485677d9e091631f9e0d41
Amore puro,No Features,Pop,3BjBVIULBQDN6JxaKsWWYZ,FALSE,3,Alessandra Amoroso,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02cb005af27c47e20a718025ce
得到太陽 (《風犬少年的天空》插曲),No Features,Pop,0VnkJzWwEVqR0909SZhB1S,FALSE,3,Lala Hsu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ac3ab4bc14ac548ee24c3fb1
Hello,No Features,Pop,7z47pgbZpkGcME2A0YxR0y,FALSE,3,Stephen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ef0a4e567ec5dd275039e03b
Gli Immortali,No Features,Pop,2KAdlibMw9xWLIIHt1dzsd,FALSE,3,Jovanotti,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e0fb30470b19ce5c5d27cf00
證據,No Features,Pop,7oyGXt3LFD87cGJGmCGskv,FALSE,3,Naiwen Yang,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a4ffdfc3a1889ef033511d43
Supernaiset,No Features,Pop,3cGY1fqKRllxTkVIBOmBBv,FALSE,3,Kaija Koo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d9574b788034fd5f2ddc5c94
Concrete,No Features,Pop,7K8qvlD4tcyx2HUy6QfcSp,FALSE,3,Tom Odell,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f62424a7d95b11d99e09182e
"ใจความสำคัญ - From ""รักหมดแก้ว Love on the Rocks""",No Features,Pop,1QVDZtpOnbu9nt8qzzRPqY,FALSE,3,Musketeers,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f57a9a483e740bd9b1e92d47
Le reste,No Features,Pop,73oVDoxJHbqOIkZ0C9ir31,FALSE,3,Clara Luciani,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c94a5cc2c56d5c0e7e2f0bf6
Jag väntar här,No Features,Pop,0MiFX1fifGYyocTtB0ixtN,FALSE,3,Lars Winnerbäck,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026a1220dc94244d81aa31350c
冬空,No Features,Pop,20nuvkWTNP8m1qqssMFYvB,FALSE,3,J Soul Brothers Iii,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e774ff2d26c6911b53b264a5
Djúp Sár Gróa Hægt,No Features,Pop,1aPtR7RxPkPBL385B9FYEl,FALSE,3,Bríet,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0265a6cb121b944cc9a6d5e752
誰にも言わない,No Features,Pop,4Azd18vgpAqlvrcb3KAHJo,FALSE,3,Hikaru Utada,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02052238bb4850c3273e0d36bf
Единак,No Features,Pop,5bpcR0gbKn3ubSaxDXjZm0,FALSE,3,Jluch,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02320c9823dd0072ba469c4620
Belum Siap Kehilangan,No Features,Pop,56Uibq6ur2xwUpSd9biBH1,FALSE,3,Stevan Pasaribu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e068ad98442ca61f8d682f52
Sage,No Features,Pop,64RkEV5b7bG697vhIPMlrl,FALSE,3,Ritviz,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02677c4cabe500b906c4a8e207
Pink Lemonade,No Features,Pop,6LzsmlN5UbCYytaaKZueRH,FALSE,3,James Bay,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022c13c88b2e95b39dc72bdef3
Guerra Mundial,No Features,Pop,2ut1w3YL0Bd7FeKlnkc3bk,FALSE,3,Leiva,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ed6199c3e0f36a6ae32e36d7
Black Car,No Features,Pop,1UQV61skkJGjGo3ZmjPwXX,FALSE,3,Miriam Bryant,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025eb8e81036eeed282b03bc27
LOVE,No Features,Pop,3NLpX8eUwICPSgGAp5bOGp,FALSE,3,Thegiornalisti,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0227a2587be32a2d089de18529
haeyo (2022),No Features,Pop,0M4EDkH7RpbKlWwrZ9o17N,FALSE,3,An Nyeong,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d1f2e8640f2f1fa42f6ea88b
Christmas Lights - Live from Spotify London,No Features,Pop,4QVdnpSO5JGMFOEl6ys4RQ,FALSE,3,Coldplay,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02df92aae8613a060788c222e6
Fever,No Features,Pop,0X5colbTzWXiIteOKMNYFh,FALSE,3,Roosevelt,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f645e7561103415985e7c8de
Seasons,No Features,Pop,43GaTEyfgfspD7iopHFGNA,FALSE,3,Daddy Was A Milkman,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02531dd38bea354318aba14d20
Surprise Yourself,No Features,Pop,6YaC65M3ujeROidG3b09J0,FALSE,3,Jack Garratt,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0205b54cf3e2829e8759bae9b6
單身狗,No Features,Pop,1BS9EjRgcDGP7tQSUdiIoP,FALSE,3,Hacken Lee,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02be72f437bdee38c723d6f786
斯德哥爾摩情人,No Features,Pop,2vAJ80pBNiBP92GGeD57fV,FALSE,3,Eason Chan,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0241ca3d76508f21f81e44a523
피 땀 눈물,No Features,Pop,1DyOhkfykPENmHb94pzQuc,FALSE,3,Bts,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e028bd5d941f9ced8e7f9c60dd4
กลับก่อนนะ (GOODBYE),No Features,Pop,7EtCnq7brD1RU8ldqKWB0I,FALSE,3,Ink Waruntorn,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026a0020916947bb631a5578c2
Kaikki tahtoo,No Features,Pop,61ufu0qWSQtepXh6Z4L7uQ,FALSE,3,Ellinoora,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0246d5139dd3fb54895b259d31
Moonlight,No Features,Pop,72pv4E0eBIcE9z8V4tPHui,FALSE,3,Ali Gatie,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e028a89b1d6f46ce42eae22618b
在你身邊,No Features,Pop,5BYgbZJdfhBpmnRHlNqveY,FALSE,3,Kenji Wu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02dcedc77807065a12038fe6fb
Fuckboy,No Features,Pop,6CqplArjsxbcjoW115maZ5,FALSE,3,Anniina,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d58a82b642f36cbbb982e6c7
trap roumi v4,No Features,Pop,7B9t8WX9T38Df93JHlywfk,FALSE,3,Kouz1,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022e996ae81d7824918882ae90
Spasta,No Features,Pop,3VM6JnOnvaAfnBt9xDcy5z,FALSE,3,Giorgos Papadopoulos,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c6ae26960e1ce5994459fa2b
Binhi,No Features,Pop,092cPwFlwBXdB3QF3X469W,FALSE,3,Arthur Nery,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0271d4a227e129460b3c5a6583
Roses,No Features,Pop,6xiVsK5u3Ke4guuMfJbETq,FALSE,3,Shawn Mendes,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ea3ef7697cfd5705b8f47521
ถอนหายใจ,No Features,Pop,1rve7sIFz7JVxwfrisKyP3,FALSE,3,Mild,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028e104724f24489a06887b626
Güneş,No Features,Pop,3fyC6rPKC3dc3sa7oaGZ6F,FALSE,3,Can Bonomo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02438198f2165a7954bcfd9b81
白日,No Features,Pop,4wel6DQu0dMVBRVn2ZTPoy,FALSE,3,King Gnu,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a2272c8966971b7b04066241
Car's Outside,No Features,Pop,0otRX6Z89qKkHkQ9OqJpKt,FALSE,3,James Arthur,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f740f5f279648d0a1147e6a6
I Knew You Were Trouble,No Features,Pop,6RjKVXi31fui9m4dbiGRrL,FALSE,3,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021c248e90c3e569f90aef9dec
Tillsammans i mörker,No Features,Pop,1zG7zVPxYJODZ0Vfic31kR,FALSE,3,Håkan Hellström,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d55a59341ac885cdb43b61cd
1973,No Features,Pop,1BV0m40U0M4t1SLIsDnwZl,FALSE,3,James Blunt,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0263a70775eddaa46c50a8c703
空も飛べるはず,No Features,Pop,4kqSiEVVEdToADnAr95Uhq,FALSE,3,Negoto,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02622dac7a5991a81a657134e2
Bırak,No Features,Pop,63Ia2dzBXNSvI6uhAgovmF,FALSE,3,Sıla,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02deb7b71fae2b464e267fc17d
Boys Like You,No Features,Pop,5k1A6F2kRnr6XkYKpVt7V0,FALSE,3,Itzy,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f46afbaf0d7b1d701c7a6b65
La Llamada,No Features,Pop,5ZCamgcqvkckdf2FdfYuth,FALSE,3,Leiva,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a907815dfc7b7291d6de1837
Ooit Was Ik Een Soldaat,No Features,Pop,63nyNMTkDYqiGbFhqmzTVj,FALSE,3,Gorki,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02157fb964bcb1abe0ed142d93
黑色幽默,No Features,Pop,6fpMS9jIGVwolNb5ajVvBE,FALSE,3,Jay Chou,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c52c97a6cb73acc7c036231d
不完美小孩,No Features,Pop,02Z6xD2aeJjqdzYG4pWQwr,FALSE,3,王俊凱,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022efc73f6daca19ce54a1e1e0
Kerran kuussa,No Features,Pop,124RMhpaLnIUpRqYZDYwGx,FALSE,3,Haloo Helsinki!,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e5830ec263d7cdaeeebbd491
群居動物,No Features,Pop,2krFxcsxN36nU4iR50gP5r,FALSE,3,簡弘亦,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027a2d02b5f4aab1077a5b3b41
You Were Beautiful,No Features,Pop,4H9nfkoXso9fyLkQExZDjA,FALSE,3,Day6,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02877b49fcef4d02bb0bc0adc8
Two at a time,No Features,Pop,5741NTjBfR94bA24OL24vZ,FALSE,3,Aga,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023e4885613d2501970a54cf91
洋蔥,No Features,Pop,6NMhHiixIYW0WLLcMZQvtJ,FALSE,3,Mayday,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026fc96d8d1a7a484ce3d41f48
It Was May,No Features,Pop,7LEQm27FRiq23LeIoYLcBs,FALSE,3,柯智棠,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026dc032de0347409991826dd1
Django (klar på noget dumt),No Features,Pop,1CYP0sao02EETQ5YVyrAYQ,FALSE,3,Wafande,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0257ed1bd6497c5b9cf2e45374
Como No Extrañarte,No Features,Pop,2YlKg9obgs5VSDKSSv8JZB,FALSE,3,Pipa Para Tabaco,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e025b35558fd69cd269470276d2
Kosketukseen,No Features,Pop,7xEzpyENV4bC3LfucDhe8e,FALSE,3,Nopsajalka,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bd608c2c25758bb01529b0a6
酒鬼,No Features,Pop,72bDjFi0oeUwvPDmoR3NYp,FALSE,3,Zhang Zhen Yue,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026bd8f565df767e21e8da8e22
How Can I Love You,No Features,Pop,5FrOTHzgdhIqcrp3ezU57q,FALSE,3,Xia,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028b771ff4c8a3c8098b62dfbf
Odota (Vain elämää kausi 8),No Features,Pop,2NWVdD9PR2hlvmHZvW6LiI,FALSE,3,Aki Tykki,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02139cd77156a7ab667592fef0
臉,No Features,Pop,5ZFKhFdL3b0IXzAzvZ16ht,FALSE,3,Xiao Yu,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0256da192865ed821bfea89280
Kata Akhirmu,No Features,Pop,00zwEWtzEjwA2dXtvYPnJ5,FALSE,3,Ariff Bahran,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fee1111a9ba6ec4816de566c
最後一次,No Features,Pop,1Bn8ZUBmtkUSdgh1YWFtjG,FALSE,3,Dear Jane,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0285117511593b0515fde82b93
故事很短,No Features,Pop,6MMGwoXC1LhNh4JPZmHr8U,FALSE,3,于冬然,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02945e399e192fa3b40e7fe95a
Un Bene Dell'Anima,No Features,Pop,6jJt8ki9dD9EgrYNXvJ9zy,FALSE,3,Jovanotti,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e0fb30470b19ce5c5d27cf00
Budapest,No Features,Pop,3R2Q1LmK9NNwwSihGD9tI7,FALSE,3,Lasse Skriver,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026d0e33dc7fbf8d32b81eb740
